,gene,disease
682,ACTG1,Retrognathia (in some patients)
683,ACTG1,Prominent/full/wide cheeks
684,ACTG1,Uveoretinal Coloboma
685,ACTG1,Coloboma of choroid and retina
686,ACTG2,Malignant tumor of colon
687,ACTG2,Colonic Neoplasms
688,ACTG2,Visceral Myopathy
689,ACTG2,"Visceral Myopathy, Familial"
690,ACTG2,Megacystis microcolon intestinal hypoperistalsis syndrome
691,ACTG2,Megaduodenum and-or Megacystis
692,ACTN4,Carcinoma
693,ACTN4,Focal glomerulosclerosis
694,ACTN4,"Hepatitis, Toxic"
695,ACTN4,Animal Mammary Neoplasms
696,ACTN4,"Mammary Neoplasms, Experimental"
697,ACTN4,"Hyalinosis, Segmental Glomerular"
698,ACTN4,Anaplastic carcinoma
699,ACTN4,"Carcinoma, Spindle-Cell"
700,ACTN4,Undifferentiated carcinoma
701,ACTN4,Carcinomatosis
702,ACTN4,Drug-Induced Liver Disease
703,ACTN4,"Mammary Carcinoma, Animal"
704,ACTN4,"Hepatitis, Drug-Induced"
705,ACTN4,"NEPHROTIC SYNDROME, STEROID-RESISTANT, AUTOSOMAL RECESSIVE"
706,ACTN4,Drug-Induced Acute Liver Injury
707,ACTN4,Chemical and Drug Induced Liver Injury
708,ACTN4,Chemically-Induced Liver Toxicity
709,ACTN4,Focal segmental glomerulosclerosis 1
710,ACTL6A,Developmental delay (disorder)
711,ACTL6A,Global developmental delay
712,ACTL6A,Intellectual Disability
713,ACTN1,"Liver Cirrhosis, Experimental"
714,ACTN1,Macrothrombocytopenia
715,ACTN1,"BLEEDING DISORDER, PLATELET-TYPE, 15"
716,ACTN1,Autosomal dominant macrothrombocytopenia
717,ACTN2,Familial dilated cardiomyopathy
718,ACTN2,Cardiomyopathies
719,ACTN2,"Cardiomyopathy, Dilated, 1AA"
720,ACVR1,Astrocytoma
721,ACVR1,Malignant neoplasm of breast
722,ACVR1,Connective Tissue Diseases
723,ACVR1,Fibrodysplasia Ossificans Progressiva
724,ACVR1,Glioma
725,ACVR1,melanoma
726,ACVR1,Myositis Ossificans
727,ACVR1,Iron-Refractory Iron Deficiency Anemia
728,ACVR1,Subependymal Giant Cell Astrocytoma
729,ACVR1,Acute Lung Injury
730,ACVR1,mixed gliomas
731,ACVR1,Juvenile Pilocytic Astrocytoma
732,ACVR1,Diffuse Astrocytoma
733,ACVR1,Anaplastic astrocytoma
734,ACVR1,Protoplasmic astrocytoma
735,ACVR1,Gemistocytic astrocytoma
736,ACVR1,Fibrillary Astrocytoma
737,ACVR1,Pilocytic Astrocytoma
738,ACVR1,Childhood Cerebral Astrocytoma
739,ACVR1,Mixed oligoastrocytoma
740,ACVR1,Malignant Glioma
741,ACVR1,Breast Carcinoma
742,ACVR1,Cerebral Astrocytoma
743,ACVR1,Intracranial Astrocytoma
744,ACVR1,"Mammary Neoplasms, Human"
745,ACVR1,Mammary Neoplasms
746,ACVR1,Grade I Astrocytoma
747,ACVR1,"Mammary Carcinoma, Human"
748,ACVR2A,Gastric Adenocarcinoma
749,ACVR2A,Microsatellite Instability
750,ACVR2A,Replication Error Phenotype
751,ACVR2B,Situs Inversus
752,ACVR2B,Asplenia Syndrome
753,ACVR2B,Polysplenia Syndrome
754,ACVR2B,Situs ambiguus
755,ACVR2B,Situs ambiguous
756,ACVR2B,"HETEROTAXY, VISCERAL, 4, AUTOSOMAL"
757,ACVR2B,Heterotaxy Syndrome
758,ACVR2B,Right Atrial Isomerism
759,ACVR2B,Left Atrial Isomerism
760,ACVR2B,Ciliopathies
761,ACVRL1,Blood Coagulation Disorders
762,ACVRL1,Epistaxis
763,ACVRL1,Pulmonary Hypertension
764,ACVRL1,Hereditary hemorrhagic telangiectasia
765,ACVRL1,Telangiectasis
766,ACVRL1,Pulmonary Arteriovenous Fistulas
767,ACVRL1,Congenital pulmonary arteriovenous malformation
768,ACVRL1,Familial primary pulmonary hypertension
769,ACVRL1,Arteriovenous malformation of liver
770,ACVRL1,"2-oxo-hept-3-ene-1,7-dioate hydratase activity"
771,ACVRL1,Bleeding tendency
772,ACVRL1,Familial pulmonary arterial hypertension
773,ACVRL1,HEREDITARY HEMORRHAGIC TELANGIECTASIA-RELATED PULMONARY ARTERIAL HYPERTENSION
774,ACVRL1,OSLER-RENDU-WEBER SYNDROME 2
775,ACVRL1,Pulmonary arteriovenous malformation
776,ACVRL1,Pulmonary arterial hypertension
777,ACVRL1,Idiopathic pulmonary arterial hypertension
778,ACVRL1,Vascular Remodeling
779,ACVRL1,Pulmonary Arterial Remodeling
780,ACVRL1,"Telangiectasia, Hereditary Hemorrhagic, Type 1"
781,ACVRL1,Familial thoracic aortic aneurysm and aortic dissection
782,ACY1,Malignant neoplasm of breast
783,ACY1,Renal Cell Carcinoma
784,ACY1,Precancerous Conditions
785,ACY1,Conventional (Clear Cell) Renal Cell Carcinoma
786,ACY1,"Condition, Preneoplastic"
787,ACY1,Chromophobe Renal Cell Carcinoma
788,ACY1,Sarcomatoid Renal Cell Carcinoma
789,ACY1,Collecting Duct Carcinoma of the Kidney
790,ACY1,Papillary Renal Cell Carcinoma
791,ACY1,Aminoacylase 1 deficiency
792,ACY1,Intellectual Disability
793,ACYP2,"HEARING LOSS, CISPLATIN-INDUCED, SUSCEPTIBILITY TO"
794,ADA,Autistic Disorder
795,ADA,Hyperemia
796,ADA,"Liver Cirrhosis, Experimental"
797,ADA,Lung Neoplasms
798,ADA,Spinal Cord Diseases
799,ADA,Venous Engorgement
800,ADA,Severe Combined Immunodeficiency
801,ADA,Reactive Hyperemia
802,ADA,Multiple gastrointestinal atresias (disorder)
803,ADA,Malignant neoplasm of lung
804,ADA,Adenosine deaminase deficiency
805,ADA,Active Hyperemia
806,ADA,Severe combined immunodeficiency due to adenosine deaminase deficiency
807,ADA,Structural Clinical Interview for DSM-III
808,ADA,Pancreatic Ductal Adenocarcinoma
809,ADA,"SCID Due to ADA Deficiency, Early-Onset"
810,ADA,Partial adenosine deaminase deficiency
811,ADA,Omenn Syndrome
812,ADAM8,"Hepatitis, Toxic"
813,ADAM8,Drug-Induced Liver Disease
814,ADAM8,"Hepatitis, Drug-Induced"
815,ADAM8,Drug-Induced Acute Liver Injury
816,ADAM8,Chemical and Drug Induced Liver Injury
817,ADAM8,Chemically-Induced Liver Toxicity
818,ADAM10,Alzheimer's Disease
819,ADAM10,Malignant neoplasm of breast
820,ADAM10,Presenile dementia
821,ADAM10,Familial Alzheimer Disease (FAD)
822,ADAM10,Reticulate acropigmentation of Kitamura
823,ADAM10,"Alzheimer Disease, Late Onset"
824,ADAM10,Acute Confusional Senile Dementia
825,ADAM10,Breast Carcinoma
826,ADAM10,"Alzheimer's Disease, Focal Onset"
827,ADAM10,"Alzheimer Disease, Early Onset"
828,ADAM10,"Mammary Neoplasms, Human"
829,ADAM10,Stage IV Skin Melanoma
830,ADAM10,Mammary Neoplasms
831,ADAM10,dowling-degos disease
832,ADAM10,ALZHEIMER DISEASE 18
833,ADAM10,Dowling-Degos disease 1
834,ADAM10,"Mammary Carcinoma, Human"
835,ADAR,Malignant neoplasm of breast
836,ADAR,Dystonia
837,ADAR,AICARDI-GOUTIERES SYNDROME
838,ADAR,Symmetrical dyschromatosis of extremities
839,ADAR,Breast Carcinoma
840,ADAR,"STRIATONIGRAL DEGENERATION, INFANTILE (disorder)"
841,ADAR,AICARDI-GOUTIERES SYNDROME 1
842,ADAR,"Mammary Neoplasms, Human"
843,ADAR,Mammary Neoplasms
844,ADAR,Aicardi-Goutieres Syndrome 2
845,ADAR,Pseudo-TORCH syndrome
846,ADAR,AICARDI-GOUTIERES SYNDROME 6
847,ADAR,Autoinflammatory disorder
848,ADAR,"Mammary Carcinoma, Human"
849,ADARB1,Bipolar Disorder
850,ADARB1,Polycystic Ovary Syndrome
851,ADARB1,Psychotic Disorders
852,ADARB1,Schizophrenia
853,ADARB1,Sclerocystic Ovaries
854,ADARB2,Colorectal Carcinoma
855,ADARB2,Drug abuse
856,ADARB2,Drug habituation
857,ADARB2,Drug Use Disorders
858,ADARB2,"Organic Mental Disorders, Substance-Induced"
859,ADARB2,Parkinson Disease
860,ADARB2,Substance Dependence
861,ADARB2,Substance Use Disorders
862,ADARB2,Substance-Related Disorders
863,ADARB2,Substance abuse problem
864,ADARB2,Drug Dependence
865,ADARB2,Prescription Drug Abuse
866,ADCY1,Substance Withdrawal Syndrome
867,ADCY1,Drug Withdrawal Symptoms
868,ADCY1,Withdrawal Symptoms
869,ADCY1,Small cell carcinoma of lung
870,ADCY1,"Hyperkinesia, Generalized"
871,ADCY1,"DEAFNESS, AUTOSOMAL RECESSIVE (disorder)"
872,ADCY1,"DEAFNESS, AUTOSOMAL RECESSIVE 44"
873,ADCY1,Hyperkinesia
874,ADCY2,Asthma
875,ADCY2,Bipolar Disorder
876,ADCY2,"Depression, Bipolar"
877,ADCY2,Manic Disorder
878,ADCY2,Manic
879,ADCY3,Bipolar Disorder
880,ADCY3,Diabetic Angiopathies
881,ADCY3,"Microangiopathy, Diabetic"
882,ADCY3,Obesity
883,ADCY3,"Obesity, Morbid"
884,ADCY3,Mood Disorders
885,ADCY5,"Osteoporosis, Age-Related"
886,ADCY5,"Alcoholic Intoxication, Chronic"
887,ADCY5,Birth Weight
888,ADCY5,Carcinoma
889,ADCY5,Mental Depression
890,ADCY5,Depressive disorder
891,ADCY5,"Diabetes Mellitus, Non-Insulin-Dependent"
892,ADCY5,Dystonia
893,ADCY5,Fibrosis
894,ADCY5,Hypertensive disease
895,ADCY5,Animal Mammary Neoplasms
896,ADCY5,"Mammary Neoplasms, Experimental"
897,ADCY5,Osteoporosis
898,ADCY5,"Osteoporosis, Senile"
899,ADCY5,"Cardiomyopathies, Primary"
900,ADCY5,"Myocardial Diseases, Secondary"
901,ADCY5,Unipolar Depression
902,ADCY5,Anaplastic carcinoma
903,ADCY5,"Carcinoma, Spindle-Cell"
904,ADCY5,Undifferentiated carcinoma
905,ADCY5,Carcinomatosis
906,ADCY5,"Ventricular Dysfunction, Left"
907,ADCY5,Benign Hereditary Chorea
908,ADCY5,Post-Traumatic Osteoporosis
909,ADCY5,Cardiomyopathies
910,ADCY5,"Mammary Carcinoma, Animal"
911,ADCY5,Major Depressive Disorder
912,ADCY5,Neurodevelopmental Disorders
913,ADCY5,Cirrhosis
914,ADCY5,"Dyskinesia, Familial, with Facial Myokymia"
915,ADCY5,"Chorea, Benign Familial"
916,ADCY6,LETHAL CONGENITAL CONTRACTURE SYNDROME 8
917,ADCY7,"Alcoholic Intoxication, Chronic"
918,ADCY7,Ulcerative Colitis
919,ADCY7,Mental Depression
920,ADCY7,Depressive disorder
921,ADCY7,"Leukemia, Myelocytic, Acute"
922,ADCY7,"Acute Myeloid Leukemia, M1"
923,ADCY7,Schizophrenia
924,ADCY7,Unipolar Depression
925,ADCY7,Juvenile-Onset Still Disease
926,ADCY7,Mood Disorders
927,ADCY7,Major Depressive Disorder
928,ADCY7,Acute Myeloid Leukemia (AML-M2)
929,ADCY7,Juvenile arthritis
930,ADCY7,Juvenile psoriatic arthritis
931,ADCY7,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
932,ADCY7,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
933,ADCY8,Bipolar Disorder
934,ADCY8,Colorectal Carcinoma
935,ADCY8,Mental Depression
936,ADCY8,Depressive disorder
937,ADCY8,Diabetic Angiopathies
938,ADCY8,"Microangiopathy, Diabetic"
939,ADCY8,Substance Withdrawal Syndrome
940,ADCY8,Drug Withdrawal Symptoms
941,ADCY8,Withdrawal Symptoms
942,ADCY8,Mood Disorders
943,ADCY8,"Hyperkinesia, Generalized"
944,ADCY8,Hyperkinesia
945,ADCYAP1,Bipolar Disorder
946,ADCYAP1,Mental Depression
947,ADCYAP1,Depressive disorder
948,ADCYAP1,Hyperemia
949,ADCYAP1,Jacksonian Seizure
950,ADCYAP1,Miosis disorder
951,ADCYAP1,"Cardiomyopathies, Primary"
952,ADCYAP1,Schizophrenia
953,ADCYAP1,"Myocardial Diseases, Secondary"
954,ADCYAP1,Seizures
955,ADCYAP1,Venous Engorgement
956,ADCYAP1,"Encephalopathy, Toxic"
957,ADCYAP1,Complex partial seizures
958,ADCYAP1,Toxic Encephalitis
959,ADCYAP1,Reactive Hyperemia
960,ADCYAP1,Generalized seizures
961,ADCYAP1,Clonic Seizures
962,ADCYAP1,Neurotoxicity Syndromes
963,ADCYAP1,Overactive Detrusor
964,ADCYAP1,Visual seizure
965,ADCYAP1,Tonic Seizures
966,ADCYAP1,Epileptic drop attack
967,ADCYAP1,Squamous cell carcinoma of esophagus
968,ADCYAP1,Active Hyperemia
969,ADCYAP1,Akathisia
970,ADCYAP1,"Seizures, Somatosensory"
971,ADCYAP1,"Seizures, Auditory"
972,ADCYAP1,Olfactory seizure
973,ADCYAP1,Gustatory seizure
974,ADCYAP1,Vertiginous seizure
975,ADCYAP1,Tonic - clonic seizures
976,ADCYAP1,Non-epileptic convulsion
977,ADCYAP1,Single Seizure
978,ADCYAP1,Atonic Absence Seizures
979,ADCYAP1,Convulsive Seizures
980,ADCYAP1,"Seizures, Focal"
981,ADCYAP1,"Seizures, Sensory"
982,ADCYAP1,Cardiomyopathies
983,ADCYAP1,Overactive Bladder
984,ADCYAP1,Nonepileptic Seizures
985,ADCYAP1,Psychomotor Agitation
986,ADCYAP1,Convulsions
987,ADCYAP1,Absence Seizures
988,ADCYAP1,Epileptic Seizures
989,ADCYAP1,Myoclonic Seizures
990,ADCYAP1,Generalized Absence Seizures
991,ADCYAP1R1,Asthma
992,ADCYAP1R1,Schizophrenia
993,ADD1,Hypertensive disease
994,ADD1,Essential Hypertension
995,ADD1,Liver carcinoma
996,ADD3,Bipolar Disorder
997,ADD3,"Depression, Bipolar"
998,ADD3,Brain Ischemia
999,ADD3,"Liver Cirrhosis, Experimental"
1000,ADD3,Manic Disorder
1001,ADD3,"Encephalopathy, Toxic"
1002,ADD3,Toxic Encephalitis
1003,ADD3,Neurotoxicity Syndromes
1004,ADD3,Manic
1005,ADD3,Cerebral Ischemia
1006,ADD3,"Cerebral Palsy, Spastic Quadriplegic, 1"
1007,ADD3,"CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3"
1008,PLIN2,Fatty Liver
1009,PLIN2,"Liver Cirrhosis, Experimental"
1010,PLIN2,Malignant neoplasm of stomach
1011,PLIN2,Stomach Neoplasms
1012,PLIN2,Hereditary Diffuse Gastric Cancer
1013,PLIN2,Steatohepatitis
1014,ADH1A,"Alcoholic Intoxication, Chronic"
1015,ADH1A,Non-alcoholic Fatty Liver Disease
1016,ADH1A,Nonalcoholic Steatohepatitis
1017,ADH1B,Alcohol Use Disorder
1018,ADH1B,Alcoholic Intoxication
1019,ADH1B,"Alcoholic Intoxication, Chronic"
1020,ADH1B,Malignant neoplasm of larynx
1021,ADH1B,Cerebral Infarction
1022,ADH1B,Colorectal Carcinoma
1023,ADH1B,Colorectal Neoplasms
1024,ADH1B,Esophageal Neoplasms
1025,ADH1B,Laryngeal neoplasm
1026,ADH1B,Mouth Neoplasms
1027,ADH1B,Obesity
1028,ADH1B,Pharyngeal Neoplasms
1029,ADH1B,Psychotic Disorders
1030,ADH1B,Alcohol abuse
1031,ADH1B,Malignant neoplasm of mouth
1032,ADH1B,Malignant neoplasm of pharynx
1033,ADH1B,Squamous cell carcinoma of esophagus
1034,ADH1B,Wernicke-Korsakoff Syndrome
1035,ADH1B,Hangover from alcohol
1036,ADH1B,Non-alcoholic Fatty Liver Disease
1037,ADH1B,Malignant neoplasm of esophagus
1038,ADH1B,"Cerebral Infarction, Left Hemisphere"
1039,ADH1B,"Cerebral Infarction, Right Hemisphere"
1040,ADH1B,Anterior Choroidal Artery Infarction
1041,ADH1B,Subcortical Infarction
1042,ADH1B,Posterior Choroidal Artery Infarction
1043,ADH1B,Nonalcoholic Steatohepatitis
1044,ADH1C,Alcohol Use Disorder
1045,ADH1C,Alcoholic Intoxication
1046,ADH1C,"Alcoholic Intoxication, Chronic"
1047,ADH1C,Mouth Neoplasms
1048,ADH1C,Alcohol abuse
1049,ADH1C,Malignant neoplasm of mouth
1050,ADH1C,"PARKINSON DISEASE, LATE-ONSET"
1051,ADH4,Alcohol Use Disorder
1052,ADH4,"Alcoholic Intoxication, Chronic"
1053,ADH4,"Liver Cirrhosis, Experimental"
1054,ADH4,Alcohol abuse
1055,ADH4,Non-alcoholic Fatty Liver Disease
1056,ADH4,Liver carcinoma
1057,ADH4,Nonalcoholic Steatohepatitis
1058,ADH5,"Alcoholic Intoxication, Chronic"
1059,ADH6,"Alcoholic Intoxication, Chronic"
1060,ADH7,"Alcoholic Intoxication, Chronic"
1061,ADH7,Malignant neoplasm of larynx
1062,ADH7,Esophageal Neoplasms
1063,ADH7,Laryngeal neoplasm
1064,ADH7,Mouth Neoplasms
1065,ADH7,Pharyngeal Neoplasms
1066,ADH7,Malignant neoplasm of mouth
1067,ADH7,Malignant neoplasm of pharynx
1068,ADH7,Malignant neoplasm of esophagus
1069,ADK,Anoxemia
1070,ADK,Anoxia
1071,ADK,Profound Mental Retardation
1072,ADK,"Mental Retardation, Psychosocial"
1073,ADK,Schizophrenia
1074,ADK,Hypoxia
1075,ADK,Hypoxemia
1076,ADK,Mental deficiency
1077,ADK,HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY
1078,ADK,Intellectual Disability
1079,ADM,Autistic Disorder
1080,ADM,Bipolar Disorder
1081,ADM,Glomerulonephritis
1082,ADM,Hyperalgesia
1083,ADM,"Liver Cirrhosis, Experimental"
1084,ADM,Pain
1085,ADM,Pyemia
1086,ADM,Schizophrenia
1087,ADM,Septicemia
1088,ADM,Gastric ulcer
1089,ADM,"Pain, Burning"
1090,ADM,Ache
1091,ADM,Radiating pain
1092,ADM,Sepsis
1093,ADM,Allodynia
1094,ADM,"Pain, Splitting"
1095,ADM,"Pain, Crushing"
1096,ADM,"Hyperalgesia, Primary"
1097,ADM,"Hyperalgesia, Secondary"
1098,ADM,Tactile Allodynia
1099,ADM,"Hyperalgesia, Thermal"
1100,ADM,"Pain, Migratory"
1101,ADM,"Suffering, Physical"
1102,ADM,Bright Disease
1103,ADM,Severe Sepsis
1104,ADM,Mechanical Allodynia
1105,ADORA1,Catalepsy
1106,ADORA1,Transient Ischemic Attack
1107,ADORA1,Colorectal Carcinoma
1108,ADORA1,Drug Allergy
1109,ADORA1,Drug toxicity
1110,ADORA1,Hypotension
1111,ADORA1,Ischemia
1112,ADORA1,Myocardial Infarction
1113,ADORA1,Nerve Degeneration
1114,ADORA1,Prenatal Exposure Delayed Effects
1115,ADORA1,Schizophrenia
1116,ADORA1,Subarachnoid Hemorrhage
1117,ADORA1,Substance Withdrawal Syndrome
1118,ADORA1,Adverse reaction to drug
1119,ADORA1,Drug Withdrawal Symptoms
1120,ADORA1,Withdrawal Symptoms
1121,ADORA1,Waxy flexibility
1122,ADORA1,Middle Cerebral Artery Syndrome
1123,ADORA1,Ventricular Dysfunction
1124,ADORA1,Perinatal Subarachnoid Hemorrhage
1125,ADORA1,Bradycardia
1126,ADORA1,Posterior Circulation Transient Ischemic Attack
1127,ADORA1,"Subarachnoid Hemorrhage, Spontaneous"
1128,ADORA1,Middle Cerebral Artery Thrombosis
1129,ADORA1,Middle Cerebral Artery Occlusion
1130,ADORA1,"Infarction, Middle Cerebral Artery"
1131,ADORA1,Carotid Circulation Transient Ischemic Attack
1132,ADORA1,"Transient Ischemic Attack, Vertebrobasilar Circulation"
1133,ADORA1,Crescendo Transient Ischemic Attacks
1134,ADORA1,"Brain Stem Ischemia, Transient"
1135,ADORA1,"Subarachnoid Hemorrhage, Aneurysmal"
1136,ADORA1,Middle Cerebral Artery Embolus
1137,ADORA1,Left Middle Cerebral Artery Infarction
1138,ADORA1,"Embolic Infarction, Middle Cerebral Artery"
1139,ADORA1,"Thrombotic Infarction, Middle Cerebral Artery"
1140,ADORA1,Right Middle Cerebral Artery Infarction
1141,ADORA1,"Subarachnoid Hemorrhage, Intracranial"
1142,ADORA1,Transient Cerebral Ischemia
1143,ADORA1,"Transient Ischemic Attack, Anterior Circulation"
1144,ADORA2A,Anxiety Disorders
1145,ADORA2A,Rheumatoid Arthritis
1146,ADORA2A,Endogenous depression
1147,ADORA2A,Depressive disorder
1148,ADORA2A,Drug Allergy
1149,ADORA2A,Drug toxicity
1150,ADORA2A,Hypotension
1151,ADORA2A,Sleep Initiation and Maintenance Disorders
1152,ADORA2A,Jacksonian Seizure
1153,ADORA2A,"Liver Cirrhosis, Experimental"
1154,ADORA2A,Melancholia
1155,ADORA2A,Movement Disorders
1156,ADORA2A,Panic Disorder
1157,ADORA2A,Primary Insomnia
1158,ADORA2A,"Cardiomyopathies, Primary"
1159,ADORA2A,"Psychoses, Drug"
1160,ADORA2A,"Psychoses, Substance-Induced"
1161,ADORA2A,Pyemia
1162,ADORA2A,Reperfusion Injury
1163,ADORA2A,Schizophrenia
1164,ADORA2A,"Myocardial Diseases, Secondary"
1165,ADORA2A,Seizures
1166,ADORA2A,Septicemia
1167,ADORA2A,Substance Withdrawal Syndrome
1168,ADORA2A,Tremor
1169,ADORA2A,Saturnine Tremor
1170,ADORA2A,Unipolar Depression
1171,ADORA2A,Adverse reaction to drug
1172,ADORA2A,Depressive Syndrome
1173,ADORA2A,Drug Withdrawal Symptoms
1174,ADORA2A,Panic Attacks
1175,ADORA2A,Withdrawal Symptoms
1176,ADORA2A,Senile Tremor
1177,ADORA2A,Complex partial seizures
1178,ADORA2A,Persistent Tremor
1179,ADORA2A,Continuous Tremor
1180,ADORA2A,Intermittent Tremor
1181,ADORA2A,Fine Tremor
1182,ADORA2A,Coarse Tremor
1183,ADORA2A,Massive Tremor
1184,ADORA2A,Action Tremor
1185,ADORA2A,Passive Tremor
1186,ADORA2A,Static Tremor
1187,ADORA2A,Resting Tremor
1188,ADORA2A,Darkness Tremor
1189,ADORA2A,Generalized seizures
1190,ADORA2A,Clonic Seizures
1191,ADORA2A,"Tremor, Perioral"
1192,ADORA2A,"Tremor, Limb"
1193,ADORA2A,"Tremor, Muscle"
1194,ADORA2A,Nerve Tremors
1195,ADORA2A,"Tremor, Neonatal"
1196,ADORA2A,Amphetamine-Related Disorders
1197,ADORA2A,Amphetamine Addiction
1198,ADORA2A,Amphetamine Abuse
1199,ADORA2A,Ventricular Dysfunction
1200,ADORA2A,Sepsis
1201,ADORA2A,Etat Marbre
1202,ADORA2A,Rebound Insomnia
1203,ADORA2A,Visual seizure
1204,ADORA2A,Tonic Seizures
1205,ADORA2A,Epileptic drop attack
1206,ADORA2A,"Depression, Neurotic"
1207,ADORA2A,Nonorganic Insomnia
1208,ADORA2A,"Anxiety States, Neurotic"
1209,ADORA2A,Transient Insomnia
1210,ADORA2A,"Seizures, Somatosensory"
1211,ADORA2A,"Seizures, Auditory"
1212,ADORA2A,Olfactory seizure
1213,ADORA2A,Gustatory seizure
1214,ADORA2A,Vertiginous seizure
1215,ADORA2A,Tonic - clonic seizures
1216,ADORA2A,Mood Disorders
1217,ADORA2A,Early Awakening
1218,ADORA2A,Non-epileptic convulsion
1219,ADORA2A,Single Seizure
1220,ADORA2A,Atonic Absence Seizures
1221,ADORA2A,"Hyperkinesia, Generalized"
1222,ADORA2A,Chronic Insomnia
1223,ADORA2A,Psychophysiological Insomnia
1224,ADORA2A,Secondary Insomnia
1225,ADORA2A,Sleep Initiation Dysfunction
1226,ADORA2A,Convulsive Seizures
1227,ADORA2A,"Seizures, Focal"
1228,ADORA2A,"Seizures, Sensory"
1229,ADORA2A,Pill Rolling Tremor
1230,ADORA2A,"Tremor, Semirhythmic"
1231,ADORA2A,Cardiomyopathies
1232,ADORA2A,Sleeplessness
1233,ADORA2A,Weight decreased
1234,ADORA2A,Anxiety neurosis (finding)
1235,ADORA2A,Involuntary Quiver
1236,ADORA2A,Severe Sepsis
1237,ADORA2A,Nonepileptic Seizures
1238,ADORA2A,Hyperkinesia
1239,ADORA2A,Convulsions
1240,ADORA2A,Absence Seizures
1241,ADORA2A,Epileptic Seizures
1242,ADORA2A,Myoclonic Seizures
1243,ADORA2A,Generalized Absence Seizures
1244,ADORA2A,Acute encephalopathy with biphasic seizures and late reduced diffusion
1245,ADORA2B,Neoplasm Metastasis
1246,ADORA2B,Pyemia
1247,ADORA2B,Reperfusion Injury
1248,ADORA2B,Septicemia
1249,ADORA2B,Sepsis
1250,ADORA2B,Severe Sepsis
1251,ADORA3,Colorectal Carcinoma
1252,ADORA3,Ischemia
1253,ADORA3,"Liver Cirrhosis, Experimental"
1254,ADORA3,Myocardial Infarction
1255,PARP1,Alopecia
1256,PARP1,Anemia
1257,PARP1,Asthma
1258,PARP1,Atherosclerosis
1259,PARP1,Malignant neoplasm of breast
1260,PARP1,Brain Ischemia
1261,PARP1,Colorectal Carcinoma
1262,PARP1,Colorectal Neoplasms
1263,PARP1,Dermatitis
1264,PARP1,Toxic Epidermal Necrolysis
1265,PARP1,Arterial Fatty Streak
1266,PARP1,Hepatitis
1267,PARP1,Profound Mental Retardation
1268,PARP1,Inflammation
1269,PARP1,Kidney Diseases
1270,PARP1,Kyphosis deformity of spine
1271,PARP1,melanoma
1272,PARP1,"Mental Retardation, Psychosocial"
1273,PARP1,Multiple Myeloma
1274,PARP1,Obesity
1275,PARP1,Pneumonia
1276,PARP1,Lobar Pneumonia
1277,PARP1,"Cardiomyopathies, Primary"
1278,PARP1,Prostatic Neoplasms
1279,PARP1,Pulmonary Fibrosis
1280,PARP1,"Myocardial Diseases, Secondary"
1281,PARP1,Stevens-Johnson Syndrome
1282,PARP1,Vitamin A Deficiency
1283,PARP1,Pseudopelade
1284,PARP1,Androgenetic Alopecia
1285,PARP1,Parkinsonian Disorders
1286,PARP1,Ramsay Hunt Paralysis Syndrome
1287,PARP1,Female pattern alopecia (disorder)
1288,PARP1,Atheroma
1289,PARP1,Malignant mesothelioma
1290,PARP1,Malignant neoplasm of prostate
1291,PARP1,Breast Carcinoma
1292,PARP1,Autosomal Dominant Juvenile Parkinson Disease
1293,PARP1,Autosomal Dominant Parkinsonism
1294,PARP1,Autosomal Recessive Parkinsonism
1295,PARP1,"Parkinsonism, Experimental"
1296,PARP1,Familial Juvenile Parkinsonism
1297,PARP1,"Parkinsonism, Juvenile"
1298,PARP1,Cardiomyopathies
1299,PARP1,Experimental Lung Inflammation
1300,PARP1,Cerebral Ischemia
1301,PARP1,Mental deficiency
1302,PARP1,"Mammary Neoplasms, Human"
1303,PARP1,Drug-Induced Stevens Johnson Syndrome
1304,PARP1,Mammary Neoplasms
1305,PARP1,Atherogenesis
1306,PARP1,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
1307,PARP1,"Ceroid lipofuscinosis, neuronal 1, infantile"
1308,PARP1,"Plaque, Atherosclerotic"
1309,PARP1,Fibroatheroma
1310,PARP1,Mycoplasma-Induced Stevens-Johnson Syndrome
1311,PARP1,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
1312,PARP1,Pneumonitis
1313,PARP1,Intellectual Disability
1314,PARP1,"Alopecia, Male Pattern"
1315,PARP1,"Mammary Carcinoma, Human"
